ID,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,Salary,conscientiousness,openess_to_experience,openess_to_experience
340244,m,80,cbse,2016,59,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,69.76,10932,0,Uttar Pradesh,2021,465,475,465,0.538386893,270000,-1.9629,-1.2354,-1.2354
1173129,m,79.28,state board,2016,68.55,state board,13517,2,B.Tech/B.E.,mechanical engineering,79.75,13517,0,Tamil Nadu,2021,615,640,545,0.909151943,432000,1.1336,0.8637,0.8637
36759,m,78,cbse,2014,77,cbse,382,2,B.Tech/B.E.,electronics and communication engineering,68.64,382,0,Uttar Pradesh,2018,505,555,554,0.910770164,450000,-0.2628,1.1343,1.1343
330576,f,86,ssc,2016,94.1,bie,8818,2,B.Tech/B.E.,electronics and communication engineering,83.45,8818,1,Telangana,2020,495,505,595,0.824666401,324000,-0.2628,0.0679,0.0679
1089852,f,86,state board,2017,95,state board,4726,2,B.Tech/B.E.,electronics and communication engineering,78.6,4726,0,Telangana,2021,405,545,450,0.649389715,180000,0.5591,0.6721,0.6721
913913,m,68,state board,2016,53,state board,51,2,MCA,computer application,76,51,0,Uttar Pradesh,2022,360,325,370,0.744758354,441000,0.7027,1.4386,1.4386
342188,m,72.8,0,2016,62.8,0,2563,2,B.Tech/B.E.,information technology,70,2563,0,Uttarakhand,2020,535,535,464,0.308400583,756000,-0.0696,0.9763,0.9763
285799,m,78.8,mirza ahmed ali baig,2017,68.33,msbte,974,2,B.Tech/B.E.,computer engineering,62,974,0,Maharashtra,2019,535,455,335,0.930370607,585000,-0.7264,-1.0774,-1.0774
993561,m,91.6,state board,2017,76,state board,3725,2,B.Tech/B.E.,information technology,70.25,3725,0,Madhya Pradesh,2021,570,545,405,0.842248322,396000,0.2718,-0.0943,-0.0943
345243,f,93.6,cbse,2015,86.4,cbse,55,2,B.Tech/B.E.,computer engineering,77.7,55,0,Uttar Pradesh,2020,605,635,525,0.793580615,900000,-0.5719,-0.643,-0.643
29161,m,64,cbse,2014,58.4,cbse,347,2,B.Tech/B.E.,information technology,73,347,0,Uttar Pradesh,2018,505,565,465,0.413838256,252000,-2.272,0.5024,0.5024
354675,f,78,sslc,2016,50,puc,8703,2,B.Tech/B.E.,computer engineering,61,8703,0,Karnataka,2020,375,425,315,0.377551419,540000,0.6646,-0.406,-0.406
354739,m,56,state,2017,76,board of technical education,8703,2,B.Tech/B.E.,electronics and communication engineering,58.21,8703,0,Karnataka,2020,375,495,435,0.694479328,189000,-1.8083,-0.1295,-0.1295
633535,f,84.6,cbse,2017,64.7,cbse,11630,2,B.Tech/B.E.,information technology,73,11630,0,Uttar Pradesh,2021,475,595,470,0.81941653,477000,1.4208,0.8637,0.8637
803471,m,89.2,cbse,2018,69,cbse,11790,2,B.Tech/B.E.,computer science & engineering,67.2,11790,0,Himachal Pradesh,2022,500,520,355,0.080055281,405000,-1.4517,-0.0943,-0.0943
640755,m,78.13,state board,2017,56.12,state board,11166,2,B.Tech/B.E.,electronics and communication engineering,74.6,11166,0,West Bengal,2021,415,475,340,0.694479328,126000,1.4208,-0.2859,-0.2859
345175,m,79.16,0,2012,77.4,0,55,2,B.Tech/B.E.,computer engineering,62.4,55,0,Uttar Pradesh,2018,505,635,525,0.765673581,3600000,-2.1175,-0.9194,-0.9194
60279,m,65.2,cbse,2013,66,cbse,501,2,B.Tech/B.E.,electronics and communication engineering,68.74,501,0,Uttar Pradesh,2018,355,505,565,0.023312168,360000,-1.1901,0.3444,0.3444
1001419,m,93,state board,2018,94,state board,1450,2,B.Tech/B.E.,computer science & engineering,80,1450,1,Telangana,2022,525,470,570,0.978799293,810000,0.4155,-0.2859,-0.2859
1251123,f,87,state board,2018,78,state board,11548,2,B.Tech/B.E.,computer science & engineering,71.5,11548,0,Maharashtra,2022,580,435,285,0.486747008,171000,-1.0208,-0.6692,-0.6692
119221,m,85.46,maharashtra board,2014,82.5,maharashtra board,1281,2,B.Tech/B.E.,computer engineering,62,1281,1,Maharashtra,2018,495,505,625,0.983749967,720000,0.3555,0.3444,0.3444
1233727,m,81,cbse,2019,80.2,cbse,272,2,B.Tech/B.E.,computer science & engineering,77.04,272,0,Punjab,2023,370,590,605,0.991230625,540000,-1.308,0.4805,0.4805
337533,m,90.3,matriculation board,2016,96.25,state board - tamilnadu,3076,2,B.Tech/B.E.,electronics and communication engineering,88.88,3076,0,Tamil Nadu,2020,505,575,585,0.124502074,810000,0.6646,0.3444,0.3444
1026244,f,69,icse,2018,93.6,state board,12434,2,B.Tech/B.E.,electronics and communication engineering,78.3,12434,0,Andhra Pradesh,2022,455,485,535,0.649389715,585000,1.1336,0.4805,0.4805
533466,m,91.67,cbse,2015,74.2,cbse,11817,2,B.Tech/B.E.,electronics & instrumentation eng,63.8,11817,0,Maharashtra,2020,675,500,545,0.824666401,432000,1.2828,0.5024,0.5024
1052809,m,81.38,state board,2017,67.5,state board,14417,2,B.Tech/B.E.,computer science & engineering,61.43,14417,0,Maharashtra,2021,405,385,390,0.744758354,216000,0.5591,-0.2859,-0.2859
280764,f,82.2,cbse,2015,72.3,cbse,57,2,B.Tech/B.E.,biomedical engineering,63.4,57,0,Haryana,2019,595,505,455,-1,261000,-1.0355,0.3444,0.3444
812583,m,46,state board,2010,56,state board,1551,2,MCA,computer application,75,1551,1,Karnataka,2020,535,450,665,0.735795709,522000,0.2718,-0.2859,-0.2859
1270682,m,89.4,state board,2018,94.5,state board,551,2,B.Tech/B.E.,computer science & engineering,74,551,0,Tamil Nadu,2022,490,445,405,0.080055281,369000,1.9953,1.247,1.247
641222,f,92.3,state board,2017,93.9,state board,9769,2,B.Tech/B.E.,information technology,76.9,9769,1,Telangana,2021,465,510,635,0.765673581,540000,1.4208,0.8637,0.8637
781274,f,77.4,cbse,2017,81,cbse,1125,2,B.Tech/B.E.,electronics & telecommunications,77.8,1125,0,Orissa,2021,415,510,590,0.649389715,504000,0.4155,-0.0943,-0.0943
352532,f,85.46,aurangabad board,2016,90.17,aurangabad board,8148,2,B.Tech/B.E.,computer engineering,67.75,8148,0,Maharashtra,2020,365,395,485,0.916869961,450000,1.9011,0.0284,0.0284
423068,m,65,up board,2013,75,up board,184,2,B.Tech/B.E.,electronics and communication engineering,62,184,0,Uttar Pradesh,2020,475,415,575,0.229481755,351000,0.6646,-0.0506,-0.0506
1080089,m,89.29,state board,2016,69.6,state board,5493,2,M.Tech./M.E.,computer science & engineering,73,5493,1,Gujarat,2022,560,690,605,0.744758354,360000,0.1282,1.0554,1.0554
503183,m,86.33,state board,2017,86.33,state board,5111,2,B.Tech/B.E.,information technology,66.93,5111,0,Maharashtra,2021,370,400,485,0.377551419,648000,0.2009,0.5419,0.5419
624771,m,89,state board,2017,80,state board,4233,2,B.Tech/B.E.,electronics and communication engineering,64.8,4233,0,Tamil Nadu,2021,545,535,485,0.376059587,432000,-0.159,-1.8189,-1.8189
1203329,m,70,icse,2016,82,icse,11154,2,B.Tech/B.E.,electrical engineering,82.1,11154,1,West Bengal,2021,650,495,450,0.298769129,225000,0.1282,0.4805,0.4805
320706,m,85.3,ssc,2016,75,board of intermediate,5015,2,B.Tech/B.E.,electronics and electrical engineering,76,5015,0,Andhra Pradesh,2020,435,475,335,0.124502074,729000,-0.4173,-2.1833,-2.1833
78587,m,52,jharkhand secondary board,2012,59,jharkhand academic council,182,2,B.Tech/B.E.,electronics and electrical engineering,57,182,1,Karnataka,2019,485,365,214,0.124502074,459000,-0.1082,-0.1295,-0.1295
1133196,m,76.6,cbse,2018,51,state board,15157,2,B.Tech/B.E.,electronics and communication engineering,60.19,15157,1,Karnataka,2022,440,455,225,0.493596387,270000,-0.0154,-1.0524,-1.0524
1093783,m,76.5,state board,2018,66.77,state board,10991,2,B.Tech/B.E.,electronics and communication engineering,69.1,10991,0,Rajasthan,2022,360,495,430,0.493596387,180000,-0.8772,-1.244,-1.244
922200,m,82.8,state board,2018,78.25,state board,1370,2,B.Tech/B.E.,electronics and communication engineering,69,1370,0,Tamil Nadu,2022,555,460,415,0.041733196,450000,-0.159,0.8637,0.8637
478702,m,75,0,2016,77,0,11986,2,B.Tech/B.E.,information technology,55,11986,0,Andhra Pradesh,2020,755,465,355,0.24545566,432000,-2.272,-3.6051,-3.6051
243493,m,81.5,wbbse,2015,72,wbchse,1906,2,B.Tech/B.E.,electrical engineering,75.1,1906,1,West Bengal,2019,475,585,615,0.229481755,540000,-0.7264,0.0284,0.0284
682615,f,62,cbse,2020,61,cbse,2637,2,B.Tech/B.E.,computer engineering,70,2637,0,Haryana,2021,250,305,385,0.10487136,540000,-0.5116,1.6302,1.6302
242775,m,86,0,2015,84,0,2552,2,B.Tech/B.E.,electronics and communication engineering,72,2552,0,Karnataka,2019,325,345,575,0.0587928,432000,-0.2628,-0.4455,-0.4455
677204,m,73.2,cbse,2017,76.8,cbse,457,2,B.Tech/B.E.,computer science & engineering,74.21,457,0,Rajasthan,2021,535,610,705,0.952245573,702000,0.1282,-2.7769,-2.7769
552482,m,90,cbse,2017,92,cbse,7542,2,B.Tech/B.E.,electronics and communication engineering,76.4,7542,1,Delhi,2021,695,450,665,0.538386893,1269000,-0.4463,0.2889,0.2889
126780,m,87.16,kiran english medium high school,2014,86.9,sri chaitanya junior kalasala,1286,2,B.Tech/B.E.,information technology,78.53,1286,0,Andhra Pradesh,2018,535,485,555,0.735795709,1116000,-0.7264,-1.2354,-1.2354
338352,m,78,cbse,2017,65.8,cbse,11637,2,B.Tech/B.E.,computer engineering,73.5,11637,0,Madhya Pradesh,2021,575,575,585,0.744758354,621000,-1.9243,-0.6035,-0.6035
1211611,f,79,cbse,2017,67.7,icse,2429,2,B.Tech/B.E.,electronics and communication engineering,73.92,2429,0,Uttar Pradesh,2021,630,625,715,0.338786347,594000,0.99,0.6721,0.6721
579845,f,83,0,2016,74,0,11477,2,B.Tech/B.E.,electronics and communication engineering,86,11477,0,Punjab,2020,535,485,500,0.538386893,432000,1.8517,0.6721,0.6721
1068768,m,86,cbse,2017,86.4,cbse,8433,1,B.Tech/B.E.,electronics and communication engineering,67.23,8433,0,Haryana,2021,650,700,585,0.112139438,720000,-0.4463,-0.2859,-0.2859
801764,m,86.7,state board,2017,90.2,state board,14382,2,B.Tech/B.E.,electronics and communication engineering,84.3,14382,1,Telangana,2021,660,640,560,0.338786347,603000,-0.5899,0.0973,0.0973
902971,f,78,state board,2016,75.85,icse,4417,2,B.Tech/B.E.,electronics and communication engineering,73.9,4417,0,Madhya Pradesh,2021,555,385,545,0.649389715,585000,0.5591,0.0973,0.0973
342865,m,67,cbse,2017,63,cbse,10932,2,B.Tech/B.E.,mechanical engineering,62.9,10932,0,Uttar Pradesh,2022,395,365,315,0.116552565,216000,0.2782,-0.4455,-0.4455
580660,m,87.6,cbse,2017,77.8,cbse,8195,1,B.Tech/B.E.,computer science & engineering,75,8195,1,Delhi,2021,660,510,780,0.968237496,1665000,0.2718,1.247,1.247
466809,m,61.8,0,2014,55.4,0,3741,2,MCA,computer application,64.15,3741,0,Uttarakhand,2020,455,394,435,0.600057182,504000,-1.6538,0.8183,0.8183
374573,m,76,maharashtra state board,2016,78.13,maharashtra state board,11546,2,B.Tech/B.E.,computer engineering,55.7,11546,0,Maharashtra,2020,475,615,675,0.864685413,900000,0.9737,-0.1295,-0.1295
328915,m,85.76,sslc,2016,75.5,pu board,1866,2,B.Tech/B.E.,electronics & telecommunications,76.5,1866,1,Karnataka,2020,565,635,684,0.776578324,1116000,0.2009,-2.0648,-2.0648
203388,m,87,0,2015,80,0,3716,2,B.Tech/B.E.,electronics and communication engineering,70,3716,1,Karnataka,2019,685,555,554,0.824666401,576000,0.9737,0.1864,0.1864
285838,f,80,state board,2015,74,state board,974,2,B.Tech/B.E.,electronics & telecommunications,72,974,0,Maharashtra,2019,325,565,605,0.824666401,720000,0.8192,-1.5513,-1.5513
103861,m,75.1,anglo indian,2014,81.2,state board,519,2,B.Tech/B.E.,electronics and communication engineering,71,519,1,Tamil Nadu,2018,505,305,495,0.376059587,909000,1.7465,0.8183,0.8183
331256,f,85,ssc,2016,93,ipe,9769,2,B.Tech/B.E.,information technology,76.12,9769,1,Telangana,2020,545,465,685,0.930370607,900000,0.0464,0.4234,0.4234
125529,m,90,"state board of secondary education, andhra pradesh",2014,94.4,"state  board of intermediate education, andhra pradesh",1396,2,B.Tech/B.E.,electronics and communication engineering,76.12,1396,0,Andhra Pradesh,2018,505,525,595,0.124502074,819000,-0.2628,-0.1295,-0.1295
955377,m,76,icse,2018,70,icse,172,2,B.Tech/B.E.,information technology,68,172,0,Uttar Pradesh,2022,625,470,535,0.622642916,594000,0.7027,-0.0943,-0.0943
1204936,f,89,cbse,2018,80,cbse,2688,2,B.Tech/B.E.,electronics & telecommunications,77,2688,0,Madhya Pradesh,2022,630,520,605,0.88162007,585000,1.2772,1.6302,1.6302
469011,m,73,icse,2016,74,icse,8143,2,B.Tech/B.E.,information technology,73.36,8143,0,Uttar Pradesh,2020,595,475,404,0.735795709,729000,-0.6491,-0.6035,-0.6035
345100,f,76.4,cbse,2016,65.5,cbse,172,2,B.Tech/B.E.,electronics and communication engineering,59.94,172,0,Uttar Pradesh,2020,485,324,525,0.376059587,360000,0.3941,-0.1295,-0.1295
998833,m,78.44,state board,2017,70.14,state board,7299,2,B.Tech/B.E.,information technology,76,7299,1,West Bengal,2021,490,520,430,0.744758354,216000,0.8463,0.6721,0.6721
601301,m,54,state board,2012,54,cbse,272,2,MCA,computer application,67.05,272,0,Punjab,2021,380,365,430,0.735795709,180000,-0.0154,0.2889,0.2889
228081,m,48,cbse,2015,66.66,up board,23,2,B.Tech/B.E.,computer engineering,59,23,0,Uttar Pradesh,2019,495,475,385,0.190153406,792000,0.0464,0.6603,0.6603
359928,m,76.53,0,2017,85,0,8641,2,B.Tech/B.E.,electronics & telecommunications,58,8641,1,Maharashtra,2020,335,385,325,0.229481755,360000,0.9737,-0.7615,-0.7615
1077946,m,87,state board,2017,75,state board,220,2,B.Tech/B.E.,information technology,67.63,220,0,Madhya Pradesh,2021,455,435,475,0.700826162,252000,-0.0154,1.247,1.247
336546,m,86.12,west bengal board of secondary education,2016,77,west bengal council of higher secondary education,10930,2,B.Tech/B.E.,information technology,77.6,10930,1,West Bengal,2020,465,485,475,0.901489571,747000,-1.4992,-0.4455,-0.4455
580712,m,83,cbse,2016,78.8,cbse,8195,1,B.Tech/B.E.,computer engineering,75,8195,1,Delhi,2021,520,585,485,0.81941653,720000,-1.7389,-0.2859,-0.2859
945560,m,67.8,cbse,2016,65.6,cbse,400,1,B.Tech/B.E.,other,79.8,400,0,Madhya Pradesh,2021,485,465,545,-1,540000,0.7027,-1.0524,-1.0524
796197,f,93,cbse,2018,88,cbse,222,2,B.Tech/B.E.,computer engineering,81.9,222,0,Jharkhand,2022,650,620,765,0.911395278,1440000,0.2718,-1.244,-1.244
1017485,f,72.8,cbse,2016,63,cbse,7769,2,MCA,computer application,73.6,7769,1,Delhi,2022,560,580,620,0.486747008,360000,0.1282,0.6721,0.6721
801492,m,74,cbse,2017,74,state board,9133,2,B.Tech/B.E.,computer science & engineering,72,9133,0,Tamil Nadu,2021,345,570,455,0.450876584,432000,-1.7389,-0.0943,-0.0943
653872,m,63,state board,2017,66,state board,6557,2,B.Tech/B.E.,other,65,6557,0,Uttar Pradesh,2021,485,410,415,-1,324000,1.4208,0.6721,0.6721
1098869,m,84.83,cbse,2018,82.4,cbse,903,2,B.Tech/B.E.,computer science & engineering,74.14,903,0,Uttar Pradesh,2022,665,595,705,0.744758354,540000,-0.4463,-0.2859,-0.2859
47709,m,88,maharashtra state board for ssc,2014,78,maharashtra state board for hsc,438,1,B.Tech/B.E.,computer engineering,54,438,1,Maharashtra,2018,615,605,605,0.600057182,585000,-1.1901,-0.7615,-0.7615
655090,m,75,cbse,2017,73.2,cbse,8310,2,B.Tech/B.E.,information technology,64.3,8310,1,Rajasthan,2021,555,545,650,0.735795709,378000,1.4208,-0.2859,-0.2859
1256044,m,58.83,state board,2016,66,state board,7376,2,MCA,computer application,70,7376,0,Uttar Pradesh,2023,440,570,345,0.144789889,324000,-0.4463,-1.244,-1.244
457958,f,70,icse,2016,70,isc,1638,2,B.Tech/B.E.,computer engineering,72,1638,0,Uttar Pradesh,2020,615,445,505,0.600057182,378000,-1.9629,0.0284,0.0284
863448,m,74.3,state board,2016,73.4,state board,15051,2,B.Tech/B.E.,computer science & engineering,79.7,15051,0,Uttar Pradesh,2020,485,585,605,0.942116551,216000,-1.308,-1.4356,-1.4356
579952,m,83.33,sarada high scchool,2016,72.33,maharashtra board,6921,2,B.Tech/B.E.,electronics & telecommunications,60,6921,0,Maharashtra,2020,555,510,445,0.0587928,738000,-0.8772,1.0554,1.0554
29042,m,72,cbse,2014,62,cbse,894,2,B.Tech/B.E.,computer engineering,75,894,0,Tamil Nadu,2018,385,395,455,0.450876584,846000,0.0464,0.0284,0.0284
415949,m,60,pune board,2013,66,pune board,12020,2,MCA,computer application,52,12020,1,Maharashtra,2020,385,365,385,0.488347977,324000,-0.1855,-0.9194,-0.9194
995141,m,83.33,state board,2017,92.2,state board,9152,2,B.Tech/B.E.,electronics and communication engineering,72.85,9152,1,Telangana,2021,580,565,510,0.112139438,324000,1.4208,1.247,1.247
629345,f,83.4,cbse,2017,90.4,cbse,5323,1,B.Tech/B.E.,electronics and communication engineering,86.6,5323,0,Kerala,2021,485,585,650,0.824666401,603000,0.1282,-1.244,-1.244
360022,m,82,0,2016,72,0,1245,2,B.Tech/B.E.,electronics and electrical engineering,65,1245,1,Tamil Nadu,2020,475,435,405,0.694479328,198000,-1.1128,0.1864,0.1864
35248,m,88.3,uttaranchal state board,2014,83.4,uttaranchal state board,44,2,B.Tech/B.E.,information technology,76.58,44,0,Uttar Pradesh,2019,645,605,595,0.901489571,864000,1.7465,0.1864,0.1864
289381,m,79,cbse,2015,56,cbse,4439,2,B.Tech/B.E.,electronics and electrical engineering,60.8,4439,0,Uttar Pradesh,2019,475,535,495,0.0587928,522000,0.2009,0.5024,0.5024
287020,m,63.2,mp board,2012,68.89,mp board,547,2,MCA,computer application,76.2,547,0,Madhya Pradesh,2019,495,505,505,0.916869961,801000,0.0464,-0.2875,-0.2875
1191908,m,93.8,state board,2018,84,state board,1019,2,B.Tech/B.E.,electronics and communication engineering,74,1019,1,Tamil Nadu,2022,560,570,605,0.88162007,360000,1.2772,-0.8608,-0.8608
818107,m,57,up board,2016,65.8,up board,7881,2,B.Tech/B.E.,electronics and communication engineering,65.23,7881,0,Uttar Pradesh,2020,500,385,370,0.783303537,189000,0.4155,-0.0943,-0.0943
404143,m,84,0,2015,87.7,0,3666,2,B.Tech/B.E.,information technology,61,3666,0,Andhra Pradesh,2019,605,385,395,0.377551419,369000,-0.159,-0.4776,-0.4776
220601,f,86.4,0,2012,81.6,0,285,1,B.Tech/B.E.,computer application,75.2,285,0,Punjab,2019,445,635,605,0.968237496,324000,-1.1901,0.6603,0.6603
656739,m,81,cbse,2016,79,cbse,5818,2,B.Tech/B.E.,electronics and communication engineering,86.7,5818,0,Orissa,2021,370,610,735,0.694479328,585000,-0.159,0.4805,0.4805
295290,f,54.6,uttranchal board,2013,61.4,uttranchal board,2819,2,B.Tech/B.E.,biotechnology,70.86,2819,0,Uttar Pradesh,2020,405,495,355,-1,261000,-0.1082,0.1864,0.1864
1058572,f,68.6,cbse,2016,71.8,cbse,10387,2,B.Tech/B.E.,computer science & engineering,74.38,10387,0,Madhya Pradesh,2020,455,495,545,0.622642916,540000,0.5591,-0.0943,-0.0943
277278,m,62.5,up board,2015,68,up board,75,2,B.Tech/B.E.,electronics and electrical engineering,74,75,0,Uttar Pradesh,2019,395,285,475,0.995265706,540000,-0.1082,-0.2875,-0.2875
1204500,m,87,cbse,2017,66,cbse,9737,2,B.Tech/B.E.,computer science & engineering,63.74,9737,0,Uttar Pradesh,2022,710,495,535,0.953899775,576000,-1.1644,-0.4776,-0.4776
309190,m,48,up board,2012,63.6,up board,5904,2,B.Tech/B.E.,electronics and communication engineering,58,5904,0,Uttar Pradesh,2020,515,465,425,0.910770164,324000,-0.1082,-1.0774,-1.0774
480729,m,83.5,ap state board,2011,87.3,ap intermediate board,12487,2,B.Tech/B.E.,information technology,64.7,12487,0,Andhra Pradesh,2015,425,575,645,-1,216000,-1.4992,-0.6035,-0.6035
1088773,f,86.6,cbse,2017,78.8,cbse,10236,2,B.Tech/B.E.,electronics & telecommunications,72.8,10236,0,Karnataka,2021,735,505,450,0.279258512,432000,-0.0154,-0.6692,-0.6692
94788,f,96,"stjosephs girls higher sec school,dindigul",2013,92,"srv girls higher sec school,rasipuram",4239,2,B.Tech/B.E.,electronics and communication engineering,80,4239,1,Tamil Nadu,2017,315,475,565,0.694479328,540000,-1.3447,-1.3539,-1.3539
1092951,f,84,cbse,2017,68,cbse,15481,2,B.Tech/B.E.,electronics and communication engineering,71,15481,0,Madhya Pradesh,2021,615,450,310,0.649389715,405000,-1.0208,0.2889,0.2889
469012,f,81,cbse,2016,75.6,cbse,8143,2,B.Tech/B.E.,computer engineering,73.86,8143,0,Uttar Pradesh,2020,425,355,535,0.793580615,648000,0.0464,0.3444,0.3444
553357,m,83.4,cbse,2017,86.6,cbse,12061,2,B.Tech/B.E.,computer engineering,67.8,12061,0,Uttar Pradesh,2021,440,470,485,0.930370607,756000,0.5591,0.4805,0.4805
365974,m,77.33,0,2015,77.4,0,3801,2,B.Tech/B.E.,electronics and electrical engineering,77,3801,0,Karnataka,2020,645,575,615,0.376059587,720000,0.8192,0.0284,0.0284
1101727,m,72,cbse,2017,61,state board,8949,2,B.Tech/B.E.,electronics and communication engineering,66.5,8949,1,Karnataka,2021,545,545,535,0.649389715,540000,1.5644,0.0973,0.0973
299447,m,73.06,nagpur board,2015,74,nagpur board,11664,2,M.Tech./M.E.,electronics engineering,8.07,11664,0,Maharashtra,2022,375,245,295,0.694479328,648000,-2.7357,-1.5513,-1.5513
1290085,m,81,cbse,2018,67.2,cbse,5812,2,B.Tech/B.E.,computer science & engineering,67.3,5812,1,Rajasthan,2022,685,625,635,0.842248322,495000,0.8463,-0.6692,-0.6692
865959,f,87,state board,2018,89,state board,12949,1,B.Tech/B.E.,electronics & instrumentation eng,80,12949,1,Telangana,2022,640,525,545,-1,567000,1.1336,0.8637,0.8637
796151,m,71,state board,2014,60,state board,222,2,MCA,computer application,88.9,222,0,Jharkhand,2022,520,510,780,0.486747008,1476000,1.2772,-0.2859,-0.2859
1123015,f,78,cbse,2018,73,cbse,2812,2,B.Tech/B.E.,information technology,75.9,2812,0,Rajasthan,2022,490,445,320,0.744758354,540000,-0.4463,0.0973,0.0973
308499,f,77,cbse,2015,70,cbse,5442,2,B.Tech/B.E.,electronics and communication engineering,69.34,5442,0,Kerala,2019,505,445,445,0.694479328,153000,0.9737,-1.2354,-1.2354
1053599,f,62,cbse,2018,60,cbse,9021,2,B.Tech/B.E.,computer science & engineering,71.65,9021,0,Haryana,2022,265,285,320,0.165633092,225000,-0.0154,0.0973,0.0973
332961,m,86,ssc,2016,96.5,board of intermediate education,6638,2,B.Tech/B.E.,electronics and communication engineering,71.46,6638,0,Andhra Pradesh,2020,565,615,745,0.824666401,774000,-1.6538,-1.2354,-1.2354
21229,m,55.52,kseeb,2013,60.05,dte,182,2,B.Tech/B.E.,electronics and communication engineering,61.95,182,1,Karnataka,2017,495,455,385,0.538386893,900000,0.8192,0.3444,0.3444
736897,m,88.6,cbse,2017,91,cbse,7814,2,B.Tech/B.E.,electronics and electrical engineering,89,7814,0,Orissa,2021,665,610,645,0.649389715,585000,1.5644,1.0554,1.0554
601296,m,45.33,state board,2014,47.6,state board,272,2,MCA,computer application,58.25,272,0,Punjab,2021,405,545,220,0.242499915,261000,-1.7389,-1.1291,-1.1291
765378,m,84.33,state board,2017,93.8,state board,13994,2,B.Tech/B.E.,computer science & engineering,73.7,13994,0,Andhra Pradesh,2021,405,475,855,0.992259189,738000,0.1282,-0.6692,-0.6692
781929,f,85,cbse,2016,69,cbse,1125,2,B.Tech/B.E.,information technology,75,1125,0,Orissa,2021,605,440,445,0.3423149,540000,0.99,-0.2859,-0.2859
450428,m,76.4,aisse,2017,66.2,aissce,3802,2,B.Tech/B.E.,electronics and electrical engineering,68.6,3802,0,Uttar Pradesh,2021,425,335,555,0.229481755,297000,-1.4992,-2.0648,-2.0648
954255,m,88,state board,2018,90,state board,8930,2,B.Tech/B.E.,electronics and communication engineering,63.29,8930,1,Telangana,2022,580,470,555,0.783303537,594000,0.2718,1.0554,1.0554
1085603,m,78,state board,2017,80.9,state board,11273,2,B.Tech/B.E.,electronics and communication engineering,65,11273,1,Telangana,2021,465,485,330,0.868736585,324000,0.4155,0.4805,0.4805
525682,m,83.66,board of secondary education,2016,93.9,board of intermediate education,3026,2,B.Tech/B.E.,computer science & engineering,73.31,3026,1,Telangana,2020,485,640,735,0.930370607,648000,1.2056,0.0284,0.0284
87291,m,88.6,mp board bhopal,2014,83.7,mp board,403,2,B.Tech/B.E.,computer engineering,74.9,403,0,Madhya Pradesh,2018,565,455,565,0.765673581,1080000,0.0464,0.0284,0.0284
355018,m,65.23,west bengal board of secondary education,2016,65.33,west bengal council of higher secondary education,2561,2,B.Tech/B.E.,computer engineering,68.5,2561,0,West Bengal,2020,404,445,445,0.276047228,513000,-3.0448,-0.406,-0.406
337783,f,83,0,2014,69.9,0,3076,2,MCA,computer application,76,3076,0,Tamil Nadu,2020,325,415,255,0.450876584,675000,-0.1855,-0.6035,-0.6035
54579,m,64.83,up board,2011,56.6,up board,2412,2,B.Tech/B.E.,electronics engineering,63.24,2412,0,Uttar Pradesh,2017,454,455,615,0.538386893,351000,0.2009,0.3444,0.3444
1060744,f,84.5,state board,2018,93.8,state board,14523,2,B.Tech/B.E.,electronics and communication engineering,82,14523,0,Andhra Pradesh,2022,560,545,620,0.943272158,612000,0.8463,0.4805,0.4805
796296,m,91.2,cbse,2018,90,cbse,222,2,B.Tech/B.E.,mechanical engineering,78,222,0,Jharkhand,2022,720,655,680,0.654107475,1080000,-1.4517,0.0973,0.0973
770194,f,82,state board,2014,74,state board,7783,2,B.Tech/B.E.,computer engineering,74,7783,1,Rajasthan,2019,545,670,530,0.600057182,981000,-0.7335,-2.0105,-2.0105
1284328,m,72,cbse,2019,62.8,cbse,17782,2,B.Tech/B.E.,electronics and communication engineering,60.4,17782,0,Uttarakhand,2023,490,455,495,0.88162007,441000,0.7027,-1.8189,-1.8189
231172,f,80,0,2012,57,0,21,2,MCA,computer application,73,21,1,Delhi,2019,565,465,475,0.765673581,486000,0.51,-0.7615,-0.7615
423045,m,91.3,icse,2016,81,isc,184,2,B.Tech/B.E.,computer engineering,80.3,184,0,Uttar Pradesh,2020,595,495,565,0.884122512,738000,1.2828,0.3444,0.3444
1250337,f,86.4,cbse,2018,85.4,state board,10750,2,B.Tech/B.E.,information technology,77,10750,1,Tamil Nadu,2022,640,530,430,-1,585000,-0.7335,0.0973,0.0973
282152,m,75.6,up board,2014,69.4,up board,4439,2,B.Tech/B.E.,information technology,64.3,4439,0,Uttar Pradesh,2019,555,575,625,0.793580615,576000,1.4374,0.6603,0.6603
416007,f,75,0,2015,64,0,12020,2,MCA,computer application,64,12020,1,Maharashtra,2021,625,445,385,0.600057182,432000,-2.272,-1.2354,-1.2354
103323,m,82,0,2014,85,0,940,2,B.Tech/B.E.,computer engineering,77,940,1,Tamil Nadu,2018,565,465,535,0.635978756,738000,-2.5811,0.8183,0.8183
